USA,Database,Name,Accession,Type,Length,X.GC,Organism,id
fasta::trinity_out.Trinity.fasta:TRINITY_DN124536_c0_g1_i1,-,TRINITY_DN124536_c0_g1_i1,-,N,205,23.9,NA,TRINITY_DN124536_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN125062_c0_g1_i1,-,TRINITY_DN125062_c0_g1_i1,-,N,314,23.25,NA,TRINITY_DN125062_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN126327_c0_g1_i1,-,TRINITY_DN126327_c0_g1_i1,-,N,265,23.77,NA,TRINITY_DN126327_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN127041_c0_g1_i1,-,TRINITY_DN127041_c0_g1_i1,-,N,240,23.75,NA,TRINITY_DN127041_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN126948_c0_g1_i1,-,TRINITY_DN126948_c0_g1_i1,-,N,203,23.65,NA,TRINITY_DN126948_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN127326_c0_g1_i1,-,TRINITY_DN127326_c0_g1_i1,-,N,231,23.81,NA,TRINITY_DN127326_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN127534_c0_g1_i1,-,TRINITY_DN127534_c0_g1_i1,-,N,250,24,NA,TRINITY_DN127534_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN127858_c0_g1_i1,-,TRINITY_DN127858_c0_g1_i1,-,N,214,23.83,NA,TRINITY_DN127858_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN128143_c0_g1_i1,-,TRINITY_DN128143_c0_g1_i1,-,N,237,21.94,NA,TRINITY_DN128143_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN128581_c0_g1_i1,-,TRINITY_DN128581_c0_g1_i1,-,N,280,23.93,NA,TRINITY_DN128581_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN129611_c0_g1_i1,-,TRINITY_DN129611_c0_g1_i1,-,N,241,19.5,NA,TRINITY_DN129611_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN129552_c0_g1_i1,-,TRINITY_DN129552_c0_g1_i1,-,N,213,23,NA,TRINITY_DN129552_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN130304_c0_g1_i1,-,TRINITY_DN130304_c0_g1_i1,-,N,231,22.94,NA,TRINITY_DN130304_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN130379_c0_g1_i1,-,TRINITY_DN130379_c0_g1_i1,-,N,454,22.69,NA,TRINITY_DN130379_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN130626_c0_g1_i1,-,TRINITY_DN130626_c0_g1_i1,-,N,216,22.22,NA,TRINITY_DN130626_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN131391_c0_g1_i1,-,TRINITY_DN131391_c0_g1_i1,-,N,215,22.33,NA,TRINITY_DN131391_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN131724_c0_g1_i1,-,TRINITY_DN131724_c0_g1_i1,-,N,479,23.8,NA,TRINITY_DN131724_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN133032_c0_g1_i1,-,TRINITY_DN133032_c0_g1_i1,-,N,269,23.79,NA,TRINITY_DN133032_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN133746_c0_g1_i1,-,TRINITY_DN133746_c0_g1_i1,-,N,231,22.08,NA,TRINITY_DN133746_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN134286_c0_g1_i1,-,TRINITY_DN134286_c0_g1_i1,-,N,216,22.69,NA,TRINITY_DN134286_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN134303_c0_g1_i1,-,TRINITY_DN134303_c0_g1_i1,-,N,218,21.1,NA,TRINITY_DN134303_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN135458_c0_g1_i1,-,TRINITY_DN135458_c0_g1_i1,-,N,212,20.75,NA,TRINITY_DN135458_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN135602_c0_g1_i1,-,TRINITY_DN135602_c0_g1_i1,-,N,208,21.15,NA,TRINITY_DN135602_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN135910_c0_g1_i2,-,TRINITY_DN135910_c0_g1_i2,-,N,204,22.06,NA,TRINITY_DN135910_c0_g1_i2
fasta::trinity_out.Trinity.fasta:TRINITY_DN136107_c0_g1_i1,-,TRINITY_DN136107_c0_g1_i1,-,N,215,23.26,NA,TRINITY_DN136107_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN136204_c0_g1_i1,-,TRINITY_DN136204_c0_g1_i1,-,N,227,22.47,NA,TRINITY_DN136204_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN136994_c0_g1_i1,-,TRINITY_DN136994_c0_g1_i1,-,N,330,23.64,NA,TRINITY_DN136994_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN137825_c0_g1_i1,-,TRINITY_DN137825_c0_g1_i1,-,N,302,22.52,NA,TRINITY_DN137825_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN137924_c0_g1_i1,-,TRINITY_DN137924_c0_g1_i1,-,N,206,22.33,NA,TRINITY_DN137924_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN138190_c0_g1_i1,-,TRINITY_DN138190_c0_g1_i1,-,N,234,23.93,NA,TRINITY_DN138190_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN139538_c0_g1_i1,-,TRINITY_DN139538_c0_g1_i1,-,N,217,23.96,NA,TRINITY_DN139538_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN140013_c0_g1_i1,-,TRINITY_DN140013_c0_g1_i1,-,N,317,23.66,NA,TRINITY_DN140013_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN140159_c0_g1_i1,-,TRINITY_DN140159_c0_g1_i1,-,N,246,23.98,NA,TRINITY_DN140159_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN140509_c0_g1_i1,-,TRINITY_DN140509_c0_g1_i1,-,N,226,23.01,NA,TRINITY_DN140509_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN141285_c0_g1_i1,-,TRINITY_DN141285_c0_g1_i1,-,N,213,22.54,NA,TRINITY_DN141285_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN141940_c0_g1_i1,-,TRINITY_DN141940_c0_g1_i1,-,N,659,23.98,NA,TRINITY_DN141940_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN141959_c0_g1_i1,-,TRINITY_DN141959_c0_g1_i1,-,N,277,23.83,NA,TRINITY_DN141959_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN142185_c0_g1_i1,-,TRINITY_DN142185_c0_g1_i1,-,N,204,23.53,NA,TRINITY_DN142185_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN142265_c0_g1_i1,-,TRINITY_DN142265_c0_g1_i1,-,N,208,18.75,NA,TRINITY_DN142265_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN142878_c0_g1_i1,-,TRINITY_DN142878_c0_g1_i1,-,N,341,22.87,NA,TRINITY_DN142878_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN143971_c0_g1_i1,-,TRINITY_DN143971_c0_g1_i1,-,N,228,23.68,NA,TRINITY_DN143971_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN144588_c0_g1_i1,-,TRINITY_DN144588_c0_g1_i1,-,N,246,23.58,NA,TRINITY_DN144588_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN144851_c0_g1_i1,-,TRINITY_DN144851_c0_g1_i1,-,N,211,21.8,NA,TRINITY_DN144851_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN144926_c0_g1_i1,-,TRINITY_DN144926_c0_g1_i1,-,N,231,21.21,NA,TRINITY_DN144926_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN144989_c0_g1_i1,-,TRINITY_DN144989_c0_g1_i1,-,N,264,23.48,NA,TRINITY_DN144989_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN146132_c0_g1_i1,-,TRINITY_DN146132_c0_g1_i1,-,N,204,22.06,NA,TRINITY_DN146132_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN146796_c0_g1_i1,-,TRINITY_DN146796_c0_g1_i1,-,N,203,21.67,NA,TRINITY_DN146796_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN147191_c0_g1_i1,-,TRINITY_DN147191_c0_g1_i1,-,N,213,21.6,NA,TRINITY_DN147191_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN147272_c0_g1_i1,-,TRINITY_DN147272_c0_g1_i1,-,N,311,23.79,NA,TRINITY_DN147272_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN147698_c0_g1_i1,-,TRINITY_DN147698_c0_g1_i1,-,N,260,23.85,NA,TRINITY_DN147698_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN148076_c0_g1_i1,-,TRINITY_DN148076_c0_g1_i1,-,N,219,22.37,NA,TRINITY_DN148076_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN148894_c0_g1_i1,-,TRINITY_DN148894_c0_g1_i1,-,N,201,23.88,NA,TRINITY_DN148894_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN149714_c0_g1_i1,-,TRINITY_DN149714_c0_g1_i1,-,N,208,23.56,NA,TRINITY_DN149714_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN149914_c0_g1_i1,-,TRINITY_DN149914_c0_g1_i1,-,N,208,23.56,NA,TRINITY_DN149914_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN150225_c0_g1_i1,-,TRINITY_DN150225_c0_g1_i1,-,N,257,23.74,NA,TRINITY_DN150225_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN150181_c0_g1_i1,-,TRINITY_DN150181_c0_g1_i1,-,N,240,22.5,NA,TRINITY_DN150181_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN150599_c0_g1_i1,-,TRINITY_DN150599_c0_g1_i1,-,N,212,22.17,NA,TRINITY_DN150599_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN150791_c0_g1_i1,-,TRINITY_DN150791_c0_g1_i1,-,N,246,23.98,NA,TRINITY_DN150791_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN152357_c0_g1_i1,-,TRINITY_DN152357_c0_g1_i1,-,N,230,23.91,NA,TRINITY_DN152357_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN153282_c0_g1_i1,-,TRINITY_DN153282_c0_g1_i1,-,N,404,23.27,NA,TRINITY_DN153282_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN153647_c0_g1_i1,-,TRINITY_DN153647_c0_g1_i1,-,N,211,23.7,NA,TRINITY_DN153647_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN154550_c0_g1_i1,-,TRINITY_DN154550_c0_g1_i1,-,N,201,23.88,NA,TRINITY_DN154550_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN155773_c0_g1_i1,-,TRINITY_DN155773_c0_g1_i1,-,N,343,23.62,NA,TRINITY_DN155773_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN156408_c0_g1_i1,-,TRINITY_DN156408_c0_g1_i1,-,N,438,23.97,NA,TRINITY_DN156408_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN156735_c0_g1_i1,-,TRINITY_DN156735_c0_g1_i1,-,N,225,23.11,NA,TRINITY_DN156735_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN156832_c0_g1_i1,-,TRINITY_DN156832_c0_g1_i1,-,N,403,23.82,NA,TRINITY_DN156832_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN157461_c0_g1_i1,-,TRINITY_DN157461_c0_g1_i1,-,N,210,23.81,NA,TRINITY_DN157461_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN157685_c0_g1_i1,-,TRINITY_DN157685_c0_g1_i1,-,N,250,23.6,NA,TRINITY_DN157685_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN157788_c0_g1_i1,-,TRINITY_DN157788_c0_g1_i1,-,N,230,22.61,NA,TRINITY_DN157788_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN157868_c0_g1_i1,-,TRINITY_DN157868_c0_g1_i1,-,N,298,23.49,NA,TRINITY_DN157868_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN158088_c0_g1_i1,-,TRINITY_DN158088_c0_g1_i1,-,N,219,23.29,NA,TRINITY_DN158088_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN158313_c0_g1_i1,-,TRINITY_DN158313_c0_g1_i1,-,N,202,23.76,NA,TRINITY_DN158313_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN158822_c0_g1_i1,-,TRINITY_DN158822_c0_g1_i1,-,N,242,22.31,NA,TRINITY_DN158822_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN159043_c0_g1_i1,-,TRINITY_DN159043_c0_g1_i1,-,N,243,22.63,NA,TRINITY_DN159043_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN159280_c0_g1_i1,-,TRINITY_DN159280_c0_g1_i1,-,N,216,23.15,NA,TRINITY_DN159280_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN159971_c0_g1_i1,-,TRINITY_DN159971_c0_g1_i1,-,N,205,21.95,NA,TRINITY_DN159971_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN161721_c0_g1_i1,-,TRINITY_DN161721_c0_g1_i1,-,N,383,23.5,NA,TRINITY_DN161721_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN161799_c0_g1_i1,-,TRINITY_DN161799_c0_g1_i1,-,N,213,23.47,NA,TRINITY_DN161799_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN161962_c0_g1_i1,-,TRINITY_DN161962_c0_g1_i1,-,N,270,23.7,NA,TRINITY_DN161962_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN162373_c0_g1_i1,-,TRINITY_DN162373_c0_g1_i1,-,N,301,22.92,NA,TRINITY_DN162373_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN163324_c0_g1_i1,-,TRINITY_DN163324_c0_g1_i1,-,N,301,22.59,NA,TRINITY_DN163324_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN163396_c0_g1_i1,-,TRINITY_DN163396_c0_g1_i1,-,N,600,23.5,NA,TRINITY_DN163396_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN163646_c0_g1_i1,-,TRINITY_DN163646_c0_g1_i1,-,N,250,24,NA,TRINITY_DN163646_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN164082_c0_g1_i1,-,TRINITY_DN164082_c0_g1_i1,-,N,280,22.14,NA,TRINITY_DN164082_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN164371_c0_g1_i1,-,TRINITY_DN164371_c0_g1_i1,-,N,208,23.08,NA,TRINITY_DN164371_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN164730_c0_g1_i1,-,TRINITY_DN164730_c0_g1_i1,-,N,226,23.89,NA,TRINITY_DN164730_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN165101_c0_g1_i1,-,TRINITY_DN165101_c0_g1_i1,-,N,230,22.17,NA,TRINITY_DN165101_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN165761_c0_g1_i1,-,TRINITY_DN165761_c0_g1_i1,-,N,219,23.29,NA,TRINITY_DN165761_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN166321_c0_g1_i1,-,TRINITY_DN166321_c0_g1_i1,-,N,202,22.77,NA,TRINITY_DN166321_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN167526_c0_g1_i1,-,TRINITY_DN167526_c0_g1_i1,-,N,229,22.71,NA,TRINITY_DN167526_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN167838_c0_g1_i1,-,TRINITY_DN167838_c0_g1_i1,-,N,209,23.92,NA,TRINITY_DN167838_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN168007_c0_g1_i1,-,TRINITY_DN168007_c0_g1_i1,-,N,219,21,NA,TRINITY_DN168007_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN168241_c0_g1_i1,-,TRINITY_DN168241_c0_g1_i1,-,N,214,20.56,NA,TRINITY_DN168241_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN169579_c0_g1_i1,-,TRINITY_DN169579_c0_g1_i1,-,N,349,23.78,NA,TRINITY_DN169579_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN169806_c0_g1_i1,-,TRINITY_DN169806_c0_g1_i1,-,N,233,23.61,NA,TRINITY_DN169806_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN170227_c0_g1_i1,-,TRINITY_DN170227_c0_g1_i1,-,N,246,23.98,NA,TRINITY_DN170227_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN171069_c0_g1_i1,-,TRINITY_DN171069_c0_g1_i1,-,N,209,22.97,NA,TRINITY_DN171069_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN172001_c0_g1_i1,-,TRINITY_DN172001_c0_g1_i1,-,N,406,22.41,NA,TRINITY_DN172001_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN172844_c0_g1_i1,-,TRINITY_DN172844_c0_g1_i1,-,N,230,22.61,NA,TRINITY_DN172844_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN172943_c0_g1_i1,-,TRINITY_DN172943_c0_g1_i1,-,N,215,22.33,NA,TRINITY_DN172943_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN173023_c0_g1_i1,-,TRINITY_DN173023_c0_g1_i1,-,N,227,23.79,NA,TRINITY_DN173023_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN174152_c0_g1_i1,-,TRINITY_DN174152_c0_g1_i1,-,N,251,22.71,NA,TRINITY_DN174152_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN174266_c0_g1_i1,-,TRINITY_DN174266_c0_g1_i1,-,N,237,22.36,NA,TRINITY_DN174266_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN175196_c0_g1_i1,-,TRINITY_DN175196_c0_g1_i1,-,N,221,23.08,NA,TRINITY_DN175196_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN175488_c0_g1_i1,-,TRINITY_DN175488_c0_g1_i1,-,N,304,23.68,NA,TRINITY_DN175488_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN175803_c0_g1_i1,-,TRINITY_DN175803_c0_g1_i1,-,N,226,22.57,NA,TRINITY_DN175803_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN175975_c0_g1_i1,-,TRINITY_DN175975_c0_g1_i1,-,N,204,22.55,NA,TRINITY_DN175975_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN176329_c0_g1_i1,-,TRINITY_DN176329_c0_g1_i1,-,N,216,23.61,NA,TRINITY_DN176329_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN176575_c0_g1_i1,-,TRINITY_DN176575_c0_g1_i1,-,N,234,23.93,NA,TRINITY_DN176575_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN176886_c0_g1_i1,-,TRINITY_DN176886_c0_g1_i1,-,N,241,23.65,NA,TRINITY_DN176886_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN176970_c0_g1_i1,-,TRINITY_DN176970_c0_g1_i1,-,N,370,21.89,NA,TRINITY_DN176970_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN177234_c0_g1_i1,-,TRINITY_DN177234_c0_g1_i1,-,N,226,22.12,NA,TRINITY_DN177234_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN177466_c0_g1_i1,-,TRINITY_DN177466_c0_g1_i1,-,N,249,22.49,NA,TRINITY_DN177466_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN178088_c0_g1_i1,-,TRINITY_DN178088_c0_g1_i1,-,N,238,23.53,NA,TRINITY_DN178088_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN178179_c0_g1_i1,-,TRINITY_DN178179_c0_g1_i1,-,N,243,23.87,NA,TRINITY_DN178179_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN178573_c0_g1_i1,-,TRINITY_DN178573_c0_g1_i1,-,N,389,23.65,NA,TRINITY_DN178573_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN178676_c0_g1_i1,-,TRINITY_DN178676_c0_g1_i1,-,N,352,22.73,NA,TRINITY_DN178676_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN178991_c0_g1_i1,-,TRINITY_DN178991_c0_g1_i1,-,N,203,21.18,NA,TRINITY_DN178991_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN179402_c0_g1_i1,-,TRINITY_DN179402_c0_g1_i1,-,N,236,23.31,NA,TRINITY_DN179402_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN179576_c0_g1_i1,-,TRINITY_DN179576_c0_g1_i1,-,N,245,22.45,NA,TRINITY_DN179576_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN180020_c0_g1_i1,-,TRINITY_DN180020_c0_g1_i1,-,N,249,22.89,NA,TRINITY_DN180020_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN180071_c0_g1_i1,-,TRINITY_DN180071_c0_g1_i1,-,N,224,19.2,NA,TRINITY_DN180071_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN180101_c0_g1_i1,-,TRINITY_DN180101_c0_g1_i1,-,N,237,22.36,NA,TRINITY_DN180101_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN180310_c0_g1_i1,-,TRINITY_DN180310_c0_g1_i1,-,N,210,22.86,NA,TRINITY_DN180310_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN180713_c0_g1_i1,-,TRINITY_DN180713_c0_g1_i1,-,N,265,23.4,NA,TRINITY_DN180713_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN181206_c0_g1_i1,-,TRINITY_DN181206_c0_g1_i1,-,N,497,23.34,NA,TRINITY_DN181206_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN181246_c0_g1_i1,-,TRINITY_DN181246_c0_g1_i1,-,N,238,23.11,NA,TRINITY_DN181246_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN181427_c0_g1_i1,-,TRINITY_DN181427_c0_g1_i1,-,N,250,23.2,NA,TRINITY_DN181427_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN181519_c0_g1_i1,-,TRINITY_DN181519_c0_g1_i1,-,N,235,23.83,NA,TRINITY_DN181519_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN181450_c0_g1_i1,-,TRINITY_DN181450_c0_g1_i1,-,N,231,22.51,NA,TRINITY_DN181450_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN181987_c0_g1_i1,-,TRINITY_DN181987_c0_g1_i1,-,N,279,22.22,NA,TRINITY_DN181987_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN182705_c0_g1_i1,-,TRINITY_DN182705_c0_g1_i1,-,N,246,23.17,NA,TRINITY_DN182705_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN183179_c0_g1_i1,-,TRINITY_DN183179_c0_g1_i1,-,N,218,23.39,NA,TRINITY_DN183179_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN183737_c0_g1_i1,-,TRINITY_DN183737_c0_g1_i1,-,N,238,23.95,NA,TRINITY_DN183737_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN183880_c0_g1_i1,-,TRINITY_DN183880_c0_g1_i1,-,N,267,22.85,NA,TRINITY_DN183880_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN184180_c0_g1_i1,-,TRINITY_DN184180_c0_g1_i1,-,N,295,22.03,NA,TRINITY_DN184180_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN184371_c0_g1_i1,-,TRINITY_DN184371_c0_g1_i1,-,N,233,21.03,NA,TRINITY_DN184371_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN185625_c0_g1_i1,-,TRINITY_DN185625_c0_g1_i1,-,N,209,23.92,NA,TRINITY_DN185625_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN186167_c0_g1_i1,-,TRINITY_DN186167_c0_g1_i1,-,N,209,22.01,NA,TRINITY_DN186167_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN186928_c0_g1_i1,-,TRINITY_DN186928_c0_g1_i1,-,N,245,20.82,NA,TRINITY_DN186928_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN190362_c0_g1_i1,-,TRINITY_DN190362_c0_g1_i1,-,N,206,23.79,NA,TRINITY_DN190362_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN191157_c0_g1_i1,-,TRINITY_DN191157_c0_g1_i1,-,N,203,23.65,NA,TRINITY_DN191157_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN191800_c0_g1_i1,-,TRINITY_DN191800_c0_g1_i1,-,N,235,23.83,NA,TRINITY_DN191800_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN193046_c0_g1_i1,-,TRINITY_DN193046_c0_g1_i1,-,N,230,22.61,NA,TRINITY_DN193046_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN193227_c0_g1_i1,-,TRINITY_DN193227_c0_g1_i1,-,N,209,23.92,NA,TRINITY_DN193227_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN193836_c0_g1_i1,-,TRINITY_DN193836_c0_g1_i1,-,N,226,23.01,NA,TRINITY_DN193836_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN193953_c0_g1_i1,-,TRINITY_DN193953_c0_g1_i1,-,N,237,23.63,NA,TRINITY_DN193953_c0_g1_i1
fasta::trinity_out.Trinity.fasta:TRINITY_DN194886_c0_g1_i1,-,TRINITY_DN194886_c0_g1_i1,-,N,207,22.71,NA,TRINITY_DN194886_c0_g1_i1
